слово,дискретна тональність,усереднена тональність,дисперсія
калічити,-1,"-1,3333333333","0,4714045208"
калькулятор,0,0,0
камбоджійський,0,0,0
камера,0,0,0
кампанія,0,0,0
канадський,0,0,0
канал,0,0,0
канарський,0,0,0
кандидатський,0,"0,4444444444","0,6849348892"
кандидатура,0,0,0
канікули,0,0,0
канонічний,0,"0,5","0,5"
канцелярія,0,0,0
канцлер,0,0,0
капітал,0,0,0
капіталізація,0,0,0
капіталіст,-1,-1,"0,8164965809"
капітулювати,0,"0,4","0,4898979486"
капітуляція,0,"0,3333333333","0,4714045208"
карати,-1,-1,0
каратися,0,"-0,4444444444","0,9558139186"
кардинальний,0,0,"0,8164965809"
карколомний,1,"0,6666666667","1,8856180832"
карликовий,0,0,0
картинний,0,"-0,3333333333","0,4714045208"
каса,0,0,0
касаційний,0,"-0,1111111111","0,3142696805"
каструля,0,"0,3333333333","0,4714045208"
катаклізм,-1,-1,0
каталонський,0,"-0,3333333333","0,4714045208"
катастрофа,-1,-1,0
катастрофічний,-2,"-1,6666666667","0,4714045208"
катастрофічно,-2,"-1,6666666667","0,4714045208"
категоричний,-1,"-0,6666666667","0,4714045208"
категорія,0,0,0
катинський,0,0,0
католик,0,0,0
католицький,0,0,0
каторжна,-2,"-1,6666666667","0,4714045208"
катувати,-1,"-1,2","0,7483314774"
каширський,0,0,0
каюта,1,"0,6666666667","0,9428090416"
квадратний,0,0,0
кваліфікація,0,0,0
кваліфікований,1,1,0
квартал,0,"-0,25","0,4330127019"
квитанція,0,0,0
квінтесенція,0,"0,3333333333","0,4714045208"
квітень,0,0,0
кволий,-1,-1,0
квота,0,0,0
кемеровський,0,0,0
кенійський,0,0,0
кепський,-1,"-1,3333333333","0,4714045208"
керівник,0,"0,2857142857","0,4517539515"
керівництво,0,0,0
керувати,0,"0,1111111111","0,5665577237"
керувати,0,"-0,3333333333","0,4714045208"
керуватися,0,0,0
київський,0,"0,25","0,4330127019"
кийок,0,"-0,25","0,4330127019"
киргизький,0,0,0
кислий,-1,"-0,6666666667","0,4714045208"
китаєць,0,0,0
китайський,0,0,0
китаянка,0,0,0
киш,0,0,0
кишеньковий,0,0,0
киянин,0,0,0
кілер,-1,"-1,2222222222","0,7856742013"
кілограм,0,0,0
кілометр,0,0,0
кінцевий,0,0,0
кінцівка,0,0,0
кінчений,-2,"-1,6666666667","0,4714045208"
кістлявий,-1,"-1,3333333333","0,4714045208"
клас,0,0,0
класичний,0,0,0
класний,1,"0,6666666667","0,9428090416"
класовий,0,"-0,3333333333","0,7453559925"
класти,0,"0,3333333333","0,4714045208"
клієнтський,0,"-0,1111111111","0,3142696805"
клієнтура,0,0,0
клімат,0,0,0
клініка,0,0,0
клінічний,0,0,0
клопотання,0,0,0
клопотати,0,"0,1111111111","0,5665577237"
клоун,0,"-0,3333333333","0,4714045208"
клюнути,0,"-0,3333333333","0,4714045208"
ключовий,0,"0,3333333333","0,4714045208"
клятвений,0,0,0
кнопка,0,0,0
княжий,0,0,0
князь,0,0,0
коаліція,0,0,0
коефіцієнт,0,0,0
козачий,0,0,0
койка,0,0,0
колабораціоніст,0,"-0,3333333333","0,4714045208"
колгоспник,0,"0,3333333333","0,4714045208"
колегія,0,0,0
колезький,0,0,0
колективізація,0,0,0
колективний,0,0,0
коливатися,-1,"-0,6666666667","0,4714045208"
колись,-1,"-0,6666666667","0,4714045208"
колишній,0,0,0
коломенський,0,"0,1111111111","0,3142696805"
колона,0,0,0
колоніальний,0,0,0
колонізація,0,"-0,25","0,4330127019"
колоритний,0,"0,3333333333","0,4714045208"
колосальний,0,"0,3333333333","0,4714045208"
колумбійський,0,0,0
колумніст,0,"-0,2222222222","0,4157397096"
колупатися,0,"-0,3333333333","0,4714045208"
колючий,0,0,0
команда,0,0,0
команданте,0,0,0
командир,0,0,"0,4714045208"
командний,0,"0,2222222222","0,4157397096"
командування,0,"0,3333333333","0,4714045208"
командувати,0,0,0
комбайн,0,0,0
комбінат,0,0,0
комедія,1,"0,7777777778","0,4157397096"
коментар,0,0,0
коментування,0,0,0
коментувати,0,0,0
комерсант,0,0,0
комерційний,0,0,0
комісія,0,"0,25","0,4330127019"
комітет,0,0,0
комічний,0,"0,3333333333","0,4714045208"
компактний,0,0,0
компанійський,1,"0,6666666667","0,4714045208"
компанія,0,0,0
компенсаційний,0,0,0
компенсувати,0,"0,3333333333","0,4714045208"
компетентний,1,1,0
комплексний,0,"0,3333333333","0,4714045208"
комплімент,1,"0,7777777778","0,7856742013"
компонент,0,0,0
компроміс,1,1,"0,8164965809"
компромісний,0,"0,3333333333","0,4714045208"
комсомол,0,"0,3333333333","0,4714045208"
комсомольський,0,0,0
комунікація,0,0,0
комуніст,0,0,0
комуністичний,0,0,0
комфортабельний,1,"1,3333333333","0,4714045208"
комфортний,1,1,0
комфортно,1,1,"0,8164965809"
конвеєр,0,0,0
конкістадор,0,"-0,3333333333","0,4714045208"
конкурент,0,0,0
конкурентний,1,"0,5555555556","0,6849348892"
конкурентоспроможний,1,"0,6666666667","0,4714045208"
конкурентоспроможність,0,"0,3333333333","0,4714045208"
конкурувати,0,"0,3333333333","0,4714045208"
консалтинговий,0,"-0,3333333333","0,4714045208"
консенсус,0,0,"0,8164965809"
консерватор,0,"-0,2222222222","0,6285393611"
консервний,0,0,0
консолідація,0,"0,3333333333","0,4714045208"
констатувати,0,0,0
конституційний,0,0,0
конституція,0,0,0
конструкторський,0,0,0
конструкція,1,1,"0,8164965809"
консультація,0,0,0
консультувати,0,"0,25","0,4330127019"
контактувати,0,"-0,2","0,4"
контингент,0,"-0,3333333333","0,4714045208"
континент,0,0,0
контр-адмірал,0,0,0
контрабанда,-1,"-1,2222222222","0,6285393611"
контрольний,0,0,0
контролювати,0,0,"0,8164965809"
контролюватися,0,"0,1111111111","0,5665577237"
контрреволюційний,0,0,0
контрреволюція,0,0,0
контррозвідка,0,0,0
контртерористичний,1,"0,6666666667","0,4714045208"
конфіденційний,0,"0,3333333333","0,4714045208"
конфіденційність,0,0,0
конфіскація,-1,"-0,6666666667","0,4714045208"
конфіскувати,-1,"-0,6","0,4898979486"
конфлікт,-1,"-1,3333333333","0,4714045208"
конфліктний,-1,"-0,8888888889","0,5665577237"
конфуціанський,0,0,0
концентраційний,0,"-0,3333333333","0,4714045208"
концентрація,0,"-0,3333333333","0,4714045208"
концептуальний,0,"0,3333333333","0,4714045208"
концепція,0,0,0
концтабір,-1,"-1,3333333333","0,4714045208"
коняка,1,"0,6666666667","0,9428090416"
кооперативний,0,"0,3333333333","0,4714045208"
координаційний,0,0,0
координувати,0,0,0
копієчка,0,0,"0,8164965809"
копійка,0,"-0,5","0,5"
копійчаний,-1,"-0,6666666667","0,9428090416"
копіткий,1,"0,6666666667","0,4714045208"
корабель,0,0,0
корейський,0,0,0
кореспондент,0,0,0
корисливий,-1,-1,0
королівський,0,0,0
коротенький,1,"0,6666666667","0,9428090416"
короткий,0,"0,3333333333","0,4714045208"
корпоративний,0,0,0
корпорація,0,0,0
корумпувати,-1,"-1,3333333333","0,4714045208"
корупційний,-1,"-1,3333333333","0,4714045208"
корупціонер,-1,-1,0
корупція,-1,"-1,3333333333","0,4714045208"
корявий,-1,-1,0
космічний,0,0,0
костромський,0,0,0
кошмар,-1,"-1,3333333333","0,4714045208"
кошмарний,-1,"-1,3333333333","0,4714045208"
коштовний,-1,"-0,6666666667","0,4714045208"
коштувати,0,0,0
крадіжка,-1,"-1,4","0,4898979486"
краєзнавчий,0,"0,2222222222","0,4157397096"
країна,0,"-0,1111111111","0,3142696805"
крайній,0,"-0,4285714286","0,4948716593"
крайність,0,"-0,3333333333","0,4714045208"
крайовий,0,0,0
краківський,0,0,0
крапелька,1,"0,6666666667","0,9428090416"
крапельниця,-1,"-0,6666666667","0,9428090416"
красивий,1,"1,4444444444","0,496903995"
краснодарський,0,0,0
красномовний,1,"1,25","0,4330127019"
красти,-2,"-1,6666666667","0,4714045208"
крах,-2,"-1,6666666667","0,4714045208"
кращати,1,"1,3333333333","0,4714045208"
кращий,1,"0,6666666667","0,4714045208"
креативний,0,"0,3333333333","0,4714045208"
кредит,-1,"-0,6666666667","0,4714045208"
кредитний,0,"-0,3333333333","0,4714045208"
кредитор,0,"-0,3333333333","0,4714045208"
кредитування,0,0,0
крейсер,0,0,0
кремлівський,0,0,0
кремувати,0,"-0,3333333333","0,4714045208"
кривавий,-2,"-1,5","0,5"
кривдник,-1,"-0,8888888889","0,3142696805"
криза,-1,-1,"0,6666666667"
кризовий,-1,-1,"0,8164965809"
крик,-1,"-0,75","0,4330127019"
крикливий,-1,-1,0
кримінал,-1,-1,0
криміналістичний,-1,"-0,8888888889","0,3142696805"
кримінальний,-1,"-1,3333333333","0,4714045208"
кримінальний,0,0,0
криміногенний,-1,"-1,1111111111","0,5665577237"
кримський,0,0,0
кримськотатарська,0,0,0
критерій,0,0,0
критикувати,-1,"-0,6666666667","0,4714045208"
критичний,-2,-2,0
критичний,0,"-0,3333333333","0,4714045208"
крихітний,-1,"-0,6666666667","0,4714045208"
крихітний,0,0,"0,6666666667"
крихкий,-1,-1,0
кричущий,-1,"-1,3333333333","0,4714045208"
кришка,0,0,0
кришталевий,1,"0,6666666667","0,9428090416"
кровожерливий,-2,-2,0
кровопролитний,-1,"-1,3333333333","0,4714045208"
кровопролиття,-2,"-1,6666666667","0,4714045208"
кровотеча,-1,"-1,1111111111","0,5665577237"
круїзний,0,0,0
крупнокаліберний,0,"0,3333333333","0,4714045208"
крутий,1,"1,3333333333","0,4714045208"
крутитися,0,"-0,1111111111","0,5665577237"
круто,0,"0,5","0,5"
ксенофобія,-1,-1,"0,7071067812"
кубометр,0,0,0
кулемет,0,"-0,3333333333","0,4714045208"
кулеметник,0,0,0
кульгати,-1,"-1,3333333333","0,4714045208"
культ,0,0,0
культовий,0,"0,3333333333","0,8164965809"
культура,0,0,0
культурний,0,"0,1111111111","0,8748897638"
куля,-1,"-0,6666666667","0,9428090416"
купка,-1,"-0,6666666667","1,2472191289"
куратор,0,"-0,4","0,4898979486"
курганський,0,0,0
курдський,0,0,0
курирувати,0,0,0
курок,0,0,0
куртуазний,-1,-1,"0,8164965809"
курячий,0,0,0
кутузовський,0,0,0
кухарка,-1,-1,0
лабораторія,0,0,0
лабораторний,0,"0,25","0,4330127019"
лавиноподібний,0,"-0,3333333333","0,4714045208"
лазер,0,0,0
лазерний,0,0,0
лайливий,-1,-1,0
лайнер,0,0,0
лаконічний,0,"0,3333333333","0,4714045208"
ламати,-1,"-1,3333333333","0,4714045208"
ламатися,-1,"-0,6666666667","0,4714045208"
ласий,1,"0,6666666667","0,4714045208"
ласкавий,1,1,0
ластівчин,0,0,0
латвійський,0,0,0
латентний,0,"-0,4444444444","0,496903995"
латиноамериканський,0,0,0
латинський,0,0,0
латиська,0,0,0
латиш,0,0,0
лауреат,2,"1,6666666667","0,4714045208"
лаятися,-1,"-0,8888888889","0,5665577237"
левиний,1,"1,2","0,7483314774"
легалізувати,0,"0,2","0,4"
легальний,1,"0,6666666667","0,4714045208"
легально,0,"0,3333333333","0,4714045208"
легендарний,1,"1,3333333333","0,9428090416"
легітимний,1,"0,6666666667","0,8164965809"
легітимність,0,"0,3333333333","0,4714045208"
легкий,1,"0,6666666667","0,7453559925"
легкість,1,"1,25","0,4330127019"
легковажний,-1,-1,0
легковірний,-1,"-1,1111111111","0,5665577237"
легкодоступний,0,0,"0,6666666667"
ледар,-1,"-1,3333333333","0,4714045208"
ледачий,-1,-1,0
ледве,0,0,0
лезгінка,0,"-0,4444444444","0,6849348892"
ленінградка,0,0,0
ленінградський,0,0,0
лесбійка,-1,"-0,6666666667","0,4714045208"
лесбійський,0,"-0,3333333333","0,4714045208"
летальний,0,"-0,3333333333","1,2472191289"
лженаука,-1,"-1,3333333333","0,4714045208"
липецький,0,0,0
липовий,-2,"-1,6666666667","0,4714045208"
листівка,0,"-0,3333333333","0,4714045208"
листопад,0,0,0
литовець,0,0,0
литовський,0,0,0
лихий,0,"-0,25","0,4330127019"
лихо,-1,"-1,4444444444","0,496903995"
лихоманка,-1,"-0,8888888889","0,3142696805"
лицарський,0,"0,3333333333","0,4714045208"
лицемірний,-1,"-1,1111111111","0,5665577237"
лицемірно,-1,"-1,3333333333","0,4714045208"
ліберал,0,"-0,3333333333","0,4714045208"
лібералізація,0,"-0,3333333333","0,7453559925"
ліберальний,0,0,0
ліванський,0,0,0
лівий,0,0,0
лівійський,0,"-0,3333333333","0,4714045208"
лівобережний,0,0,0
лідер,0,0,0
лідерство,0,"0,3333333333","0,4714045208"
лідирувати,0,0,0
ліжко,0,0,0
лікарня,0,0,"0,6666666667"
лікарня,0,"-0,3333333333","0,4714045208"
лікарняний,0,"-0,3333333333","0,6666666667"
лікарський,0,0,0
ліквідація,-1,"-0,75","0,8291561976"
ліквідний,1,"0,6666666667","0,9428090416"
ліквідність,0,0,0
ліквідувати,0,"-0,3333333333","0,4714045208"
